Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Antigua and Barbuda,ATG,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.2176163,354.8679659,372.7803672,387.7884083,400.8611452,407.8128354,429.279356,432.616981,457.3723254,453.1625934,543.5455871,607.4786882,697.6141813,701.6668735,637.5430705,735.7186301,702.8668312,681.0017002,,
Australia,AUS,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1564.944284,1760.462837,1761.073558,1587.242931,1744.602615,1712.641576,1631.917698,1846.88092,2322.959537,2871.998171,3136.475003,3330.212919,3956.468745,4237.325402,4118.488725,5138.113823,6114.41618,6140.038096,,
Austria,AUT,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2876.079794,2811.08179,2559.309241,2666.70892,2698.297067,2403.248441,2405.68481,2599.388281,3222.929817,3720.131054,3863.120216,4015.861591,4636.260904,5211.409983,5125.23938,5272.032851,5643.00535,5407.460701,,
Azerbaijan,AZE,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01914807,24.77844485,27.26670536,30.26793414,30.49568358,30.33816472,31.22038128,33.64095059,57.04929313,81.25848508,121.6329313,149.3628941,192.0120728,240.6971006,288.3504606,310.2866496,359.0064112,398.243148,,
Burundi,BDI,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.794189181,7.472354039,7.648543701,7.956178217,6.91081795,6.693388226,6.552864086,6.314382826,5.87033328,8.797609389,14.49064999,18.40661812,16.32779741,14.68895397,13.85158431,19.4139838,21.21471995,19.99768873,,
Belgium,BEL,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2137.688628,2150.817691,1907.06884,1977.714854,2012.537229,1845.322781,1878.291165,2074.92775,2999.956826,3481.779653,3606.395769,3607.629178,4136.292787,4715.100927,4663.90204,4570.03142,4913.745741,4710.632897,,
Benin,BEN,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.00960625,17.53350249,15.37493568,16.44747638,16.93669797,14.72881097,16.32549391,16.18551808,21.48840848,23.32406108,25.21300387,26.47114156,28.77537141,31.01607861,31.80011839,30.47805207,33.73303373,33.06692007,,
Burkina Faso,BFA,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3643198,12.57089879,11.56398501,13.21143469,14.06846354,11.54204282,11.63118636,13.40502277,18.63257069,23.9548858,27.9783211,27.6767288,31.53437498,38.64379586,41.05828128,41.43219742,38.60094941,37.77374937,,
Bangladesh,BGD,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14993708,11.26494055,9.076050542,9.152502407,9.502438008,9.669115194,10.05537543,10.65615204,11.27380985,12.37411372,12.91735876,14.14731724,16.1961396,19.02623063,22.06894323,24.36645107,26.80899457,25.9937907,,
Bulgaria,BGR,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.61512375,55.27925164,63.86652878,82.73043966,96.3090366,97.67952319,129.2324779,153.9808914,200.8483114,238.2477796,273.5259326,297.3563705,374.6227977,474.1028261,462.7499222,480.1895778,521.5292163,515.5288955,,
Bahrain,BHR,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.4711562,491.6236366,533.639773,476.879529,487.7735994,475.898342,487.5502503,509.9852755,536.4457819,539.4706134,573.022306,598.7801616,647.6697415,726.6562574,728.5418561,747.331311,765.6150777,894.7834364,,
"Bahamas, The",BHS,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.7787895,879.8646362,959.902388,1031.466216,1073.002999,1106.763837,1106.758853,1183.310542,1236.970962,1325.699007,1394.272615,1645.311242,1720.854472,1728.916375,1639.559272,1626.225609,1621.563618,1646.565223,,
Bosnia and Herzegovina,BIH,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.24892637,91.41648643,86.74682345,92.91229503,111.1148081,103.4061103,108.274477,122.0447131,174.3383581,236.2814799,245.8106652,275.0314869,341.338203,424.5459477,440.3345587,427.4578614,471.2460012,446.6254359,,
Belarus,BLR,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.70765978,89.02797523,91.83215807,89.94660709,74.55475884,63.96750241,82.50633548,95.8411135,120.0486853,156.8199883,215.2546731,243.4626234,304.0812246,378.2269586,314.3434558,323.1547353,311.2176512,338.7527659,,
Belize,BLZ,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.1978664,109.6402555,117.3668662,116.1737793,115.8539365,138.6016937,160.0786687,162.2169753,173.7481762,175.3032727,182.4207766,191.8620089,214.5870582,237.1144993,258.7087837,264.6569329,263.5321377,259.458125,,
Bermuda,BMU,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.31265471,43.8514779,43.92460337,53.17327428,61.6869922,60.05993882,59.27457375,58.36911596,49.92825379,50.9549961,56.95794213,57.72876657,63.6667254,83.60356692,100.0274566,105.8240308,115.4206393,148.741933,,
Brazil,BRA,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.9735742,349.8257742,355.354495,335.5237849,241.901814,264.6883752,227.6320751,202.9457311,213.5082977,257.2029224,387.1248608,491.1160434,609.3526608,714.2518084,732.972635,988.9289806,1118.961723,1056.474102,,
Barbados,BRB,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450.5262758,465.5898291,494.7658819,531.3204205,570.1581399,601.8750702,634.7465524,677.3691741,702.3123999,736.5385346,764.8042549,825.8329696,928.1985395,995.9008064,1025.352248,978.2038948,935.0728495,937.7261859,,
Brunei Darussalam,BRN,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,472.8808933,626.5381608,623.3051881,566.2460808,580.3858181,543.433574,525.0087384,525.8540389,574.8296736,657.8162927,671.4029803,680.2819893,738.1371667,820.5773813,766.3079658,844.0706144,917.2770508,939.3193493,,
Bhutan,BTN,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.84405385,38.04812317,50.30428403,49.74962473,51.49042045,52.2768137,50.72825633,70.74753829,51.04622279,48.86121674,54.71002223,59.40783554,88.19517215,95.2704058,82.37075788,90.21146126,93.72284083,90.48791931,,
Botswana,BWA,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.9505812,125.1546997,137.8064449,126.5473388,130.914275,152.0257209,175.0563886,192.6476883,189.9741748,267.7087226,297.7394336,263.307114,269.1982271,307.0698883,318.0848946,393.8799413,404.0490317,384.1169916,,
Central African Republic,CAF,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.24302033,12.03690266,10.73682572,10.44577759,11.57409188,10.7723747,10.03162328,11.07057117,12.9967081,13.50597967,14.84860012,14.76284257,17.83398064,20.42203549,16.61487656,17.66498038,18.94542264,17.77166525,,
Canada,CAN,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820.540609,1830.448996,1876.430047,1850.991405,1937.438543,2090.162033,2152.232639,2254.064424,2679.569438,3046.503664,3452.006062,3903.893333,4329.683567,4623.134864,4527.733543,5272.991706,5656.377726,5740.699433,,
Central Europe and the Baltics,CEB,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.9345707,219.3988477,212.860774,238.6065205,233.6843255,229.2476585,259.9618489,308.9197375,385.6799038,461.5405815,539.2834263,599.4944018,758.3521748,965.9989523,873.5096079,882.7230146,935.3098096,866.6353235,,
Switzerland,CHE,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4308.476996,4292.36109,3717.919601,3869.846215,3841.314574,3540.855516,3748.495495,4190.445751,5001.945405,5570.158914,5636.550453,5642.667474,6125.964875,7103.957382,7276.704733,7696.517861,9247.823522,8979.965899,,
Channel Islands,CHI,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.5425286,376.3574747,405.8069288,409.6561633,380.5270147,390.0968658,348.040998,330.7135276,338.4993117,414.1926148,497.3201077,586.8361396,664.5786482,731.9932543,760.0180634,894.4061625,1021.609768,1103.355583,,
China,CHN,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.74271133,25.97525599,30.51117097,34.92657213,38.19567923,43.0257289,46.8808979,53.69986898,60.7147926,69.59153718,79.72724348,92.57459188,113.3861439,154.9317763,188.9810424,215.824467,273.8108803,321.6860856,,
Cote d'Ivoire,CIV,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.1943707,57.38594362,58.86219412,66.06690011,54.89979055,41.73246852,33.64496183,32.50715955,41.740527,50.39178995,53.25574448,59.24832407,72.27308558,82.71096205,83.70599746,82.92619355,84.12834535,87.87435069,,
Cameroon,CMR,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.15315402,34.45905776,28.80669211,28.77311804,28.64454647,25.91968027,27.49269099,31.30494266,38.95439502,41.34952184,44.59509174,46.05358998,50.37846886,60.34994546,56.30993812,57.31504403,64.12470974,59.07601877,,
"Congo, Rep.",COG,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.60109846,26.00042492,25.00535288,24.61004832,23.69807659,21.88749874,21.23681294,22.55775059,27.13307112,34.44206987,41.60752694,50.3037789,56.67486521,63.78929218,54.40341456,66.96041848,85.26177971,99.79166844,,
Colombia,COL,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.8946443,212.9079767,252.0477547,222.896597,190.7511642,147.8583059,144.3199919,134.7406799,133.8677792,147.8612419,197.3890579,226.6587277,291.4827522,357.7052746,357.9827645,417.5994817,465.8274964,529.8232208,,
Comoros,COM,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.6446941,21.31060944,19.15724499,17.05443441,16.4138738,13.30208989,11.49675277,15.34304148,20.53991798,24.52303829,27.6054919,30.00950565,36.13264786,42.24443518,30.64341359,27.41594117,31.10917802,37.68014129,,
Cabo Verde,CPV,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.92564515,59.57780287,55.95234379,64.64996202,63.9286515,58.61255537,64.8175678,70.00277122,87.11357736,98.78443123,102.6590634,125.4444378,134.6401945,146.2995834,149.52166,145.3308875,153.0282677,144.1691219,,
Costa Rica,CRI,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.3593369,220.8671297,222.7213075,266.9554041,280.8703508,287.2210823,290.7873643,331.8628874,342.9905073,346.1773981,364.0124656,409.9295427,524.5510431,592.7907081,618.5440227,750.3131956,882.8403054,950.8411471,,
Caribbean small states,CSS,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.7715709,187.2418815,215.0557644,218.5684859,225.1834136,252.0590132,257.7307671,275.6176902,293.6682014,325.9942981,357.0413031,387.5368425,452.793138,516.9929484,495.9975345,494.3253163,529.8125256,561.5148387,,
Cuba,CUB,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.8448017,119.355224,126.0632008,133.5850429,152.5986894,166.334715,177.8751578,194.7966144,201.8770982,208.5835268,306.4711219,359.9919922,586.9098551,584.0994651,650.5523633,583.371882,648.3498211,558.2488093,,
Curacao,CUW,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706.3804455,754.9958554,716.3966026,764.3722736,781.0988625,743.99543,776.3148125,881.6694161,1234.764471,1353.430637,1434.114583,1494.403945,1690.664709,2182.163605,2115.34679,2011.790843,2123.186467,1949.025259,,
Czech Republic,CZE,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.3454959,403.1061639,369.2203856,397.9719993,383.5773928,361.2215735,402.7003612,522.305236,666.069747,770.5394098,882.4100363,968.8456501,1144.278405,1480.723945,1497.876577,1404.022658,1545.467006,1431.768943,,
Germany,DEU,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3129.032287,3103.79239,2700.526109,2732.493777,2691.62602,2386.638678,2401.805145,2610.410513,3206.440899,3524.33622,3624.237084,3745.569536,4230.559592,4717.782713,4727.199202,4667.722335,4995.899936,4683.17956,,
Djibouti,DJI,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.98488931,27.37458231,33.92243465,39.40661958,46.8469627,43.69954097,41.39007927,42.44570964,50.0750828,56.77010673,63.24646947,65.8003429,77.986803,92.38579397,99.73127086,111.4900591,118.6868261,129.18258,,
Dominica,DMA,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.5899615,198.9693137,213.0310073,216.5631274,227.3088539,231.2157163,235.5355643,236.6210932,240.0059209,243.2688661,255.1061126,271.0682322,298.3485614,315.5045565,342.1705948,399.9865982,402.1199339,391.6213391,,
Denmark,DNK,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2835.041645,2884.202392,2633.518253,2674.918707,2931.03726,2612.683002,2730.043954,3022.915747,3755.755618,4386.567506,4652.174131,5017.086333,5709.87918,6394.974835,6464.052193,6265.972596,6521.398382,6303.734259,,
Dominican Republic,DOM,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.482555,111.6150321,131.703004,141.7646862,149.0365953,173.3350338,172.6086672,175.7455072,143.2901286,119.8132148,188.4874481,196.8111683,211.7993895,244.4371882,256.0107168,278.0395345,293.0242301,310.3571073,,
Algeria,DZA,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.11527228,52.67529845,57.07009346,56.1934943,53.40404281,60.26739078,65.35037704,64.99858041,74.04668707,90.3800523,95.29567783,106.4389364,134.9140488,183.1878414,173.702612,181.3532579,232.605426,278.6082631,,
East Asia & Pacific (developing only),EAP,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.74960452,29.8976842,32.04645819,31.94235854,35.2782601,38.86844533,41.52753772,47.23617824,54.07272785,61.07660088,70.25434536,82.41865128,100.6416702,132.1029057,156.609585,180.3999376,224.9024989,260.3674567,,
East Asia & Pacific (all income levels),EAS,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.7756585,230.9081931,214.9661695,198.9254206,229.3980633,247.1217993,230.4444731,232.336637,260.9061109,287.9790988,304.3284651,313.1239968,340.3540578,396.4557238,444.5474232,505.5114515,591.416201,629.5868211,,
Europe & Central Asia (developing only),ECA,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.02961405,80.99856459,87.90390082,91.98441058,93.06737065,95.74398136,91.12239467,113.103126,148.6712665,187.0727775,230.5430179,264.0846029,340.7649366,404.577334,364.1388637,407.1765102,419.2706289,428.4244136,,
Europe & Central Asia (all income levels),ECS,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1018.270876,1053.87275,983.2269656,1001.696976,1003.125283,935.0838603,966.8769382,1086.25945,1360.298173,1577.080184,1685.2442,1797.013011,2073.667476,2313.589939,2220.742592,2221.122499,2373.662249,2269.809463,,
Ecuador,ECU,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.34609145,81.03106345,88.26566258,82.84680644,64.17390597,52.77701143,76.84220105,105.3305487,164.1363845,177.7769153,190.19862,216.279816,241.2881052,268.400481,302.1941514,335.3448103,361.9853739,361.1704813,,
"Egypt, Arab Rep.",EGY,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.44267234,45.61968968,58.54985856,65.78953752,72.76411955,78.61307678,75.77555387,73.60921273,56.05607723,56.63342263,64.39666506,74.62851052,84.93088575,101.2424499,117.5537405,125.7511901,137.1388757,151.6291099,,
Euro area,EMU,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2116.247661,2152.675004,1938.413942,1982.287952,1977.829094,1796.525641,1842.220526,2039.857888,2586.824697,2958.731688,3105.89454,3250.433855,3679.983432,4130.158435,4050.70017,3935.261736,4156.985332,3884.156316,,
Eritrea,ERI,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.949974586,7.290723747,8.525224146,8.724510396,8.471776495,7.27920207,6.575123451,6.308237731,6.2833013,7.011162453,6.394363885,7.761175469,8.326941048,8.714389376,10.45386368,11.61572771,12.25178764,14.69947552,,
Spain,ESP,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129.19162,1178.115894,1062.560067,1109.450472,1135.713084,1045.463517,1089.277619,1214.757221,1730.29639,2027.500731,2177.694136,2370.514877,2751.88108,3145.84861,3057.745673,2902.052121,2977.667238,2807.657545,,
Estonia,EST,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.7164332,219.3248249,222.7258425,222.9340212,233.7498461,213.4758526,217.5068559,256.35888,351.9548498,449.9977561,512.5075852,620.1885615,835.4257085,1059.773783,968.2930247,894.3863761,927.8490947,1010.147898,,
Ethiopia,ETH,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.806878892,4.219435748,4.395164602,4.528797701,4.490257378,5.281733788,5.600289998,5.234391143,5.824357073,5.867636279,6.631488088,8.085724643,11.40060251,13.50397828,14.96559457,14.24891294,13.75293964,17.5664226,,
European Union,EUU,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.172948,1687.618583,1553.221992,1603.630584,1617.543784,1495.645636,1542.33383,1723.042212,2163.949811,2499.529794,2643.738514,2791.801281,3189.97445,3533.335219,3410.972203,3341.821059,3537.426113,3340.146331,,
Fragile and conflict affected situations,FCS,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.98309076,21.51981171,21.48715995,21.93976716,22.53243133,22.5980643,21.41201365,19.90001024,23.49422889,29.67793948,31.59195226,36.64089254,47.45270319,59.22325028,60.61621297,62.40184016,63.5121299,74.39291075,,
Finland,FIN,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.786223,2014.420636,1848.652467,1852.90834,1862.294027,1700.220415,1786.224732,2031.875783,2571.565902,2973.582291,3151.472891,3301.826551,3751.416654,4262.294505,4121.317105,3977.57808,4411.356378,4231.911914,,
Fiji,FJI,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.03300932,88.79078704,93.25102794,65.96602362,75.73919405,80.27107491,66.87968791,78.60411687,95.00941062,120.3709816,131.8908623,143.7379053,152.4528354,153.5873858,143.3802795,154.2907934,167.0021427,176.9501122,,
France,FRA,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744.516201,2741.64528,2439.572469,2486.638745,2458.11195,2209.242907,2241.044578,2496.520497,3137.382838,3619.994035,3749.891958,3906.958056,4412.698706,4876.860392,4775.846741,4633.601725,4968.24753,4689.986766,,
Faeroe Islands,FRO,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.4950447,173.8183519,147.9566215,141.1373245,154.7030238,169.9265754,189.9261454,177.799757,218.2406291,232.865228,285.1224105,285.4655564,292.0551855,323.2440191,357.4955523,393.0537223,411.8381919,404.6489619,,
Gabon,GAB,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.9902949,172.4931415,139.1455914,161.1915017,135.6053338,118.1452078,124.5108952,141.8405988,174.1249051,180.2976733,187.1675205,216.0039217,261.5671724,283.4052445,291.2508164,322.4293818,401.3615168,396.6884128,,
United Kingdom,GBR,Health expenditure per capita (current US$),SH.XPD.PCAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.112091,1436.854833,1540.861914,1658.775383,1767.077063,1761.380802,1819.118503,2064.956326,2444.392363,2954.885649,3161.166928,3422.569765,3953.243952,3875.279305,3512.059491,3489.15629,3658.938556,3647.467289,,
